center,left,right,steering,throttle,brake,speed
IMG\center_2021_03_06_16_58_51_327.jpg,IMG\left_2021_03_06_16_58_51_327.jpg,IMG\right_2021_03_06_16_58_51_327.jpg,0.3113208,0,0,12.2189
IMG\center_2021_03_06_16_58_51_393.jpg,IMG\left_2021_03_06_16_58_51_393.jpg,IMG\right_2021_03_06_16_58_51_393.jpg,0.3679245,0,0,12.18302
IMG\center_2021_03_06_16_58_51_463.jpg,IMG\left_2021_03_06_16_58_51_463.jpg,IMG\right_2021_03_06_16_58_51_463.jpg,0.3773585,0,0,11.83497
IMG\center_2021_03_06_16_58_51_533.jpg,IMG\left_2021_03_06_16_58_51_533.jpg,IMG\right_2021_03_06_16_58_51_533.jpg,0.4150943,0,0,11.55411
IMG\center_2021_03_06_16_58_51_604.jpg,IMG\left_2021_03_06_16_58_51_604.jpg,IMG\right_2021_03_06_16_58_51_604.jpg,0.4905661,0,0,11.58471
IMG\center_2021_03_06_16_58_51_674.jpg,IMG\left_2021_03_06_16_58_51_674.jpg,IMG\right_2021_03_06_16_58_51_674.jpg,0.5188679,0,0,11.16096
IMG\center_2021_03_06_16_58_51_741.jpg,IMG\left_2021_03_06_16_58_51_741.jpg,IMG\right_2021_03_06_16_58_51_741.jpg,0.5754717,0,0,10.9577
IMG\center_2021_03_06_16_58_51_812.jpg,IMG\left_2021_03_06_16_58_51_812.jpg,IMG\right_2021_03_06_16_58_51_812.jpg,0.5849057,0,0,10.70635
IMG\center_2021_03_06_16_58_51_880.jpg,IMG\left_2021_03_06_16_58_51_880.jpg,IMG\right_2021_03_06_16_58_51_880.jpg,0.5849057,0,0,10.52509
IMG\center_2021_03_06_16_58_51_947.jpg,IMG\left_2021_03_06_16_58_51_947.jpg,IMG\right_2021_03_06_16_58_51_947.jpg,0.5849057,0,0,10.29894
IMG\center_2021_03_06_16_58_52_016.jpg,IMG\left_2021_03_06_16_58_52_016.jpg,IMG\right_2021_03_06_16_58_52_016.jpg,0.5849057,0,0,10.15854
IMG\center_2021_03_06_16_58_52_085.jpg,IMG\left_2021_03_06_16_58_52_085.jpg,IMG\right_2021_03_06_16_58_52_085.jpg,0.5849057,0,0,10.03178
IMG\center_2021_03_06_16_58_52_154.jpg,IMG\left_2021_03_06_16_58_52_154.jpg,IMG\right_2021_03_06_16_58_52_154.jpg,0.5849057,0,0,9.864458
IMG\center_2021_03_06_16_58_52_225.jpg,IMG\left_2021_03_06_16_58_52_225.jpg,IMG\right_2021_03_06_16_58_52_225.jpg,0.5660377,0,0,9.736091
IMG\center_2021_03_06_16_58_52_293.jpg,IMG\left_2021_03_06_16_58_52_293.jpg,IMG\right_2021_03_06_16_58_52_293.jpg,0.5,0,0,9.54979
IMG\center_2021_03_06_16_58_52_362.jpg,IMG\left_2021_03_06_16_58_52_362.jpg,IMG\right_2021_03_06_16_58_52_362.jpg,0.4716981,0,0,9.37893
IMG\center_2021_03_06_16_58_52_433.jpg,IMG\left_2021_03_06_16_58_52_433.jpg,IMG\right_2021_03_06_16_58_52_433.jpg,0.4716981,0.2124261,0,9.202207
IMG\center_2021_03_06_16_58_52_500.jpg,IMG\left_2021_03_06_16_58_52_500.jpg,IMG\right_2021_03_06_16_58_52_500.jpg,0.509434,0.3847336,0,9.213006
IMG\center_2021_03_06_16_58_52_568.jpg,IMG\left_2021_03_06_16_58_52_568.jpg,IMG\right_2021_03_06_16_58_52_568.jpg,0.5377358,0.6318082,0,9.462265
IMG\center_2021_03_06_16_58_52_636.jpg,IMG\left_2021_03_06_16_58_52_636.jpg,IMG\right_2021_03_06_16_58_52_636.jpg,0.5377358,0.8079756,0,9.821968
IMG\center_2021_03_06_16_58_52_707.jpg,IMG\left_2021_03_06_16_58_52_707.jpg,IMG\right_2021_03_06_16_58_52_707.jpg,0.4905661,1,0,10.50511
IMG\center_2021_03_06_16_58_52_775.jpg,IMG\left_2021_03_06_16_58_52_775.jpg,IMG\right_2021_03_06_16_58_52_775.jpg,0.4528302,0.9551548,0,11.06259
IMG\center_2021_03_06_16_58_52_843.jpg,IMG\left_2021_03_06_16_58_52_843.jpg,IMG\right_2021_03_06_16_58_52_843.jpg,0.4528302,0.776724,0,11.55859
IMG\center_2021_03_06_16_58_52_914.jpg,IMG\left_2021_03_06_16_58_52_914.jpg,IMG\right_2021_03_06_16_58_52_914.jpg,0.4622642,0.5337016,0,11.99704
IMG\center_2021_03_06_16_58_52_984.jpg,IMG\left_2021_03_06_16_58_52_984.jpg,IMG\right_2021_03_06_16_58_52_984.jpg,0.4716981,0.5940897,0,11.70064
IMG\center_2021_03_06_16_58_53_055.jpg,IMG\left_2021_03_06_16_58_53_055.jpg,IMG\right_2021_03_06_16_58_53_055.jpg,0.4716981,0.8209659,0,12.22885
IMG\center_2021_03_06_16_58_53_126.jpg,IMG\left_2021_03_06_16_58_53_126.jpg,IMG\right_2021_03_06_16_58_53_126.jpg,0.4716981,1,0,12.67002
IMG\center_2021_03_06_16_58_53_197.jpg,IMG\left_2021_03_06_16_58_53_197.jpg,IMG\right_2021_03_06_16_58_53_197.jpg,0.5,1,0,13.22057
IMG\center_2021_03_06_16_58_53_266.jpg,IMG\left_2021_03_06_16_58_53_266.jpg,IMG\right_2021_03_06_16_58_53_266.jpg,0.5471698,0.8407768,0,13.58496
IMG\center_2021_03_06_16_58_53_334.jpg,IMG\left_2021_03_06_16_58_53_334.jpg,IMG\right_2021_03_06_16_58_53_334.jpg,0.5660377,0.6529678,0,13.85185
IMG\center_2021_03_06_16_58_53_405.jpg,IMG\left_2021_03_06_16_58_53_405.jpg,IMG\right_2021_03_06_16_58_53_405.jpg,0.5660377,0.4722901,0,13.71104
IMG\center_2021_03_06_16_58_53_474.jpg,IMG\left_2021_03_06_16_58_53_474.jpg,IMG\right_2021_03_06_16_58_53_474.jpg,0.5660377,0.2348497,0,13.8747
IMG\center_2021_03_06_16_58_53_542.jpg,IMG\left_2021_03_06_16_58_53_542.jpg,IMG\right_2021_03_06_16_58_53_542.jpg,0.5566038,0.06151871,0,13.5048
IMG\center_2021_03_06_16_58_53_610.jpg,IMG\left_2021_03_06_16_58_53_610.jpg,IMG\right_2021_03_06_16_58_53_610.jpg,0.4811321,0,0,13.09216
IMG\center_2021_03_06_16_58_53_679.jpg,IMG\left_2021_03_06_16_58_53_679.jpg,IMG\right_2021_03_06_16_58_53_679.jpg,0.4433962,0,0,13.03962
IMG\center_2021_03_06_16_58_53_749.jpg,IMG\left_2021_03_06_16_58_53_749.jpg,IMG\right_2021_03_06_16_58_53_749.jpg,0.4150943,0,0,12.5682
IMG\center_2021_03_06_16_58_53_817.jpg,IMG\left_2021_03_06_16_58_53_817.jpg,IMG\right_2021_03_06_16_58_53_817.jpg,0.4056604,0,0,12.15441
IMG\center_2021_03_06_16_58_53_884.jpg,IMG\left_2021_03_06_16_58_53_884.jpg,IMG\right_2021_03_06_16_58_53_884.jpg,0.4056604,0,0,11.58232
IMG\center_2021_03_06_16_58_53_952.jpg,IMG\left_2021_03_06_16_58_53_952.jpg,IMG\right_2021_03_06_16_58_53_952.jpg,0.3679245,0,0,11.14126
IMG\center_2021_03_06_16_58_54_022.jpg,IMG\left_2021_03_06_16_58_54_022.jpg,IMG\right_2021_03_06_16_58_54_022.jpg,0.3113208,0,0,10.82044
IMG\center_2021_03_06_16_58_54_094.jpg,IMG\left_2021_03_06_16_58_54_094.jpg,IMG\right_2021_03_06_16_58_54_094.jpg,0.2641509,0,0,10.387
IMG\center_2021_03_06_16_58_54_165.jpg,IMG\left_2021_03_06_16_58_54_165.jpg,IMG\right_2021_03_06_16_58_54_165.jpg,0.254717,0.1223832,0,9.932979
IMG\center_2021_03_06_16_58_54_233.jpg,IMG\left_2021_03_06_16_58_54_233.jpg,IMG\right_2021_03_06_16_58_54_233.jpg,0.245283,0.3091155,0,9.715275
IMG\center_2021_03_06_16_58_54_300.jpg,IMG\left_2021_03_06_16_58_54_300.jpg,IMG\right_2021_03_06_16_58_54_300.jpg,0.2169811,0.4950249,0,9.618629
IMG\center_2021_03_06_16_58_54_370.jpg,IMG\left_2021_03_06_16_58_54_370.jpg,IMG\right_2021_03_06_16_58_54_370.jpg,0.2169811,0.733739,0,9.700473
IMG\center_2021_03_06_16_58_54_437.jpg,IMG\left_2021_03_06_16_58_54_437.jpg,IMG\right_2021_03_06_16_58_54_437.jpg,0.2169811,0.9046261,0,9.941618
IMG\center_2021_03_06_16_58_54_503.jpg,IMG\left_2021_03_06_16_58_54_503.jpg,IMG\right_2021_03_06_16_58_54_503.jpg,0.2169811,0.938183,0,10.28598
IMG\center_2021_03_06_16_58_54_571.jpg,IMG\left_2021_03_06_16_58_54_571.jpg,IMG\right_2021_03_06_16_58_54_571.jpg,0.2169811,0.7059422,0,10.60805
IMG\center_2021_03_06_16_58_54_639.jpg,IMG\left_2021_03_06_16_58_54_639.jpg,IMG\right_2021_03_06_16_58_54_639.jpg,0.2169811,0.5189403,0,10.69021
IMG\center_2021_03_06_16_58_54_706.jpg,IMG\left_2021_03_06_16_58_54_706.jpg,IMG\right_2021_03_06_16_58_54_706.jpg,0.2169811,0.2853239,0,10.55765
IMG\center_2021_03_06_16_58_54_776.jpg,IMG\left_2021_03_06_16_58_54_776.jpg,IMG\right_2021_03_06_16_58_54_776.jpg,0.2169811,0.09258232,0,10.28022
IMG\center_2021_03_06_16_58_54_842.jpg,IMG\left_2021_03_06_16_58_54_842.jpg,IMG\right_2021_03_06_16_58_54_842.jpg,0.2169811,0,0,9.897361
IMG\center_2021_03_06_16_58_54_912.jpg,IMG\left_2021_03_06_16_58_54_912.jpg,IMG\right_2021_03_06_16_58_54_912.jpg,0.2169811,0,0,9.378698
IMG\center_2021_03_06_16_58_54_979.jpg,IMG\left_2021_03_06_16_58_54_979.jpg,IMG\right_2021_03_06_16_58_54_979.jpg,0.245283,0,0,9.004
IMG\center_2021_03_06_16_58_55_048.jpg,IMG\left_2021_03_06_16_58_55_048.jpg,IMG\right_2021_03_06_16_58_55_048.jpg,0.245283,0.1581834,0,8.595606
IMG\center_2021_03_06_16_58_55_115.jpg,IMG\left_2021_03_06_16_58_55_115.jpg,IMG\right_2021_03_06_16_58_55_115.jpg,0.245283,0.3438645,0,8.440969
IMG\center_2021_03_06_16_58_55_183.jpg,IMG\left_2021_03_06_16_58_55_183.jpg,IMG\right_2021_03_06_16_58_55_183.jpg,0.245283,0.5149203,0,8.416316
IMG\center_2021_03_06_16_58_55_249.jpg,IMG\left_2021_03_06_16_58_55_249.jpg,IMG\right_2021_03_06_16_58_55_249.jpg,0.245283,0.7634388,0,8.564131
IMG\center_2021_03_06_16_58_55_320.jpg,IMG\left_2021_03_06_16_58_55_320.jpg,IMG\right_2021_03_06_16_58_55_320.jpg,0.254717,0.9451563,0,8.824577
IMG\center_2021_03_06_16_58_55_388.jpg,IMG\left_2021_03_06_16_58_55_388.jpg,IMG\right_2021_03_06_16_58_55_388.jpg,0.2641509,1,0,9.24644
IMG\center_2021_03_06_16_58_55_458.jpg,IMG\left_2021_03_06_16_58_55_458.jpg,IMG\right_2021_03_06_16_58_55_458.jpg,0.2641509,1,0,9.577062
IMG\center_2021_03_06_16_58_55_527.jpg,IMG\left_2021_03_06_16_58_55_527.jpg,IMG\right_2021_03_06_16_58_55_527.jpg,0.2830189,0.8368177,0,9.993855
IMG\center_2021_03_06_16_58_55_596.jpg,IMG\left_2021_03_06_16_58_55_596.jpg,IMG\right_2021_03_06_16_58_55_596.jpg,0.2924528,0.6587998,0,10.18002
IMG\center_2021_03_06_16_58_55_666.jpg,IMG\left_2021_03_06_16_58_55_666.jpg,IMG\right_2021_03_06_16_58_55_666.jpg,0.3113208,0.4193465,0,10.23093
IMG\center_2021_03_06_16_58_55_735.jpg,IMG\left_2021_03_06_16_58_55_735.jpg,IMG\right_2021_03_06_16_58_55_735.jpg,0.3113208,0.2421916,0,10.1074
IMG\center_2021_03_06_16_58_55_805.jpg,IMG\left_2021_03_06_16_58_55_805.jpg,IMG\right_2021_03_06_16_58_55_805.jpg,0.3113208,0.3087175,0,9.848907
IMG\center_2021_03_06_16_58_55_875.jpg,IMG\left_2021_03_06_16_58_55_875.jpg,IMG\right_2021_03_06_16_58_55_875.jpg,0.3113208,0.501331,0,9.787348
IMG\center_2021_03_06_16_58_55_944.jpg,IMG\left_2021_03_06_16_58_55_944.jpg,IMG\right_2021_03_06_16_58_55_944.jpg,0.3113208,0.5905899,0,9.825421
IMG\center_2021_03_06_16_58_56_013.jpg,IMG\left_2021_03_06_16_58_56_013.jpg,IMG\right_2021_03_06_16_58_56_013.jpg,0.3113208,0.3531429,0,9.763574
IMG\center_2021_03_06_16_58_56_084.jpg,IMG\left_2021_03_06_16_58_56_084.jpg,IMG\right_2021_03_06_16_58_56_084.jpg,0.3113208,0.1720578,0,9.612771
IMG\center_2021_03_06_16_58_56_152.jpg,IMG\left_2021_03_06_16_58_56_152.jpg,IMG\right_2021_03_06_16_58_56_152.jpg,0.3113208,0,0,9.238301
IMG\center_2021_03_06_16_58_56_222.jpg,IMG\left_2021_03_06_16_58_56_222.jpg,IMG\right_2021_03_06_16_58_56_222.jpg,0.3113208,0,0,8.915129
IMG\center_2021_03_06_16_58_56_292.jpg,IMG\left_2021_03_06_16_58_56_292.jpg,IMG\right_2021_03_06_16_58_56_292.jpg,0.3113208,0,0,8.486547
IMG\center_2021_03_06_16_58_56_360.jpg,IMG\left_2021_03_06_16_58_56_360.jpg,IMG\right_2021_03_06_16_58_56_360.jpg,0.3113208,0.0338529,0,8.173134
IMG\center_2021_03_06_16_58_56_430.jpg,IMG\left_2021_03_06_16_58_56_430.jpg,IMG\right_2021_03_06_16_58_56_430.jpg,0.3113208,0.2746788,0,7.905727
IMG\center_2021_03_06_16_58_56_500.jpg,IMG\left_2021_03_06_16_58_56_500.jpg,IMG\right_2021_03_06_16_58_56_500.jpg,0.3113208,0.4415865,0,7.841923
IMG\center_2021_03_06_16_58_56_568.jpg,IMG\left_2021_03_06_16_58_56_568.jpg,IMG\right_2021_03_06_16_58_56_568.jpg,0.3018868,0.6905566,0,7.965709
IMG\center_2021_03_06_16_58_56_636.jpg,IMG\left_2021_03_06_16_58_56_636.jpg,IMG\right_2021_03_06_16_58_56_636.jpg,0.2924528,0.8615217,0,8.217934
IMG\center_2021_03_06_16_58_56_704.jpg,IMG\left_2021_03_06_16_58_56_704.jpg,IMG\right_2021_03_06_16_58_56_704.jpg,0.2830189,1,0,8.617936
IMG\center_2021_03_06_16_58_56_772.jpg,IMG\left_2021_03_06_16_58_56_772.jpg,IMG\right_2021_03_06_16_58_56_772.jpg,0.2735849,1,0,9.228151
IMG\center_2021_03_06_16_58_56_840.jpg,IMG\left_2021_03_06_16_58_56_840.jpg,IMG\right_2021_03_06_16_58_56_840.jpg,0.245283,1,0,9.669365
IMG\center_2021_03_06_16_58_56_907.jpg,IMG\left_2021_03_06_16_58_56_907.jpg,IMG\right_2021_03_06_16_58_56_907.jpg,0.2075472,0.8143018,0,10.17587
IMG\center_2021_03_06_16_58_56_974.jpg,IMG\left_2021_03_06_16_58_56_974.jpg,IMG\right_2021_03_06_16_58_56_974.jpg,0.1792453,0.6284218,0,10.43002
IMG\center_2021_03_06_16_58_57_045.jpg,IMG\left_2021_03_06_16_58_57_045.jpg,IMG\right_2021_03_06_16_58_57_045.jpg,0.1792453,0.4479238,0,10.53546
IMG\center_2021_03_06_16_58_57_116.jpg,IMG\left_2021_03_06_16_58_57_116.jpg,IMG\right_2021_03_06_16_58_57_116.jpg,0.1792453,0.2189659,0,10.46767
IMG\center_2021_03_06_16_58_57_187.jpg,IMG\left_2021_03_06_16_58_57_187.jpg,IMG\right_2021_03_06_16_58_57_187.jpg,0.1792453,0,0,10.21143
IMG\center_2021_03_06_16_58_57_255.jpg,IMG\left_2021_03_06_16_58_57_255.jpg,IMG\right_2021_03_06_16_58_57_255.jpg,0.1792453,0,0,9.974464
IMG\center_2021_03_06_16_58_57_322.jpg,IMG\left_2021_03_06_16_58_57_322.jpg,IMG\right_2021_03_06_16_58_57_322.jpg,0.1792453,0.0619383,0,9.74733
IMG\center_2021_03_06_16_58_57_390.jpg,IMG\left_2021_03_06_16_58_57_390.jpg,IMG\right_2021_03_06_16_58_57_390.jpg,0.245283,0.2998191,0,9.643764
IMG\center_2021_03_06_16_58_57_457.jpg,IMG\left_2021_03_06_16_58_57_457.jpg,IMG\right_2021_03_06_16_58_57_457.jpg,0.2641509,0.4840821,0,9.735659
IMG\center_2021_03_06_16_58_57_528.jpg,IMG\left_2021_03_06_16_58_57_528.jpg,IMG\right_2021_03_06_16_58_57_528.jpg,0.2830189,0.7274152,0,10.07728
IMG\center_2021_03_06_16_58_57_599.jpg,IMG\left_2021_03_06_16_58_57_599.jpg,IMG\right_2021_03_06_16_58_57_599.jpg,0.3113208,0.5756035,0,10.35483
IMG\center_2021_03_06_16_58_57_670.jpg,IMG\left_2021_03_06_16_58_57_670.jpg,IMG\right_2021_03_06_16_58_57_670.jpg,0.3301887,0.3350599,0,10.52017
IMG\center_2021_03_06_16_58_57_739.jpg,IMG\left_2021_03_06_16_58_57_739.jpg,IMG\right_2021_03_06_16_58_57_739.jpg,0.3490566,0.1538734,0,10.50562
IMG\center_2021_03_06_16_58_57_810.jpg,IMG\left_2021_03_06_16_58_57_810.jpg,IMG\right_2021_03_06_16_58_57_810.jpg,0.3867925,0,0,10.30031
IMG\center_2021_03_06_16_58_57_880.jpg,IMG\left_2021_03_06_16_58_57_880.jpg,IMG\right_2021_03_06_16_58_57_880.jpg,0.4150943,0,0,10.13706
IMG\center_2021_03_06_16_58_57_950.jpg,IMG\left_2021_03_06_16_58_57_950.jpg,IMG\right_2021_03_06_16_58_57_950.jpg,0.4150943,0,0,9.938274
IMG\center_2021_03_06_16_58_58_019.jpg,IMG\left_2021_03_06_16_58_58_019.jpg,IMG\right_2021_03_06_16_58_58_019.jpg,0.4150943,0,0,9.823566
IMG\center_2021_03_06_16_58_58_086.jpg,IMG\left_2021_03_06_16_58_58_086.jpg,IMG\right_2021_03_06_16_58_58_086.jpg,0.4150943,0.1015137,0,9.730934
IMG\center_2021_03_06_16_58_58_154.jpg,IMG\left_2021_03_06_16_58_58_154.jpg,IMG\right_2021_03_06_16_58_58_154.jpg,0.4150943,0.2900742,0,9.787556
IMG\center_2021_03_06_16_58_58_223.jpg,IMG\left_2021_03_06_16_58_58_223.jpg,IMG\right_2021_03_06_16_58_58_223.jpg,0.4150943,0.4655205,0,9.969106
IMG\center_2021_03_06_16_58_58_291.jpg,IMG\left_2021_03_06_16_58_58_291.jpg,IMG\right_2021_03_06_16_58_58_291.jpg,0.4150943,0.6991813,0,10.40651
IMG\center_2021_03_06_16_58_58_360.jpg,IMG\left_2021_03_06_16_58_58_360.jpg,IMG\right_2021_03_06_16_58_58_360.jpg,0.4150943,0.8898274,0,10.88747
IMG\center_2021_03_06_16_58_58_428.jpg,IMG\left_2021_03_06_16_58_58_428.jpg,IMG\right_2021_03_06_16_58_58_428.jpg,0.3679245,0.8377737,0,11.4358
IMG\center_2021_03_06_16_58_58_494.jpg,IMG\left_2021_03_06_16_58_58_494.jpg,IMG\right_2021_03_06_16_58_58_494.jpg,0.2924528,0.6504517,0,12.0363
IMG\center_2021_03_06_16_58_58_562.jpg,IMG\left_2021_03_06_16_58_58_562.jpg,IMG\right_2021_03_06_16_58_58_562.jpg,0.2735849,0.4761012,0,12.3103
IMG\center_2021_03_06_16_58_58_629.jpg,IMG\left_2021_03_06_16_58_58_629.jpg,IMG\right_2021_03_06_16_58_58_629.jpg,0.245283,0.2310222,0,12.58684
IMG\center_2021_03_06_16_58_58_696.jpg,IMG\left_2021_03_06_16_58_58_696.jpg,IMG\right_2021_03_06_16_58_58_696.jpg,0.2358491,0.06004231,0,12.63976
IMG\center_2021_03_06_16_58_58_767.jpg,IMG\left_2021_03_06_16_58_58_767.jpg,IMG\right_2021_03_06_16_58_58_767.jpg,0.2264151,0,0,12.42274
IMG\center_2021_03_06_16_58_58_835.jpg,IMG\left_2021_03_06_16_58_58_835.jpg,IMG\right_2021_03_06_16_58_58_835.jpg,0.2264151,0,0,12.59287
IMG\center_2021_03_06_16_58_58_905.jpg,IMG\left_2021_03_06_16_58_58_905.jpg,IMG\right_2021_03_06_16_58_58_905.jpg,0.2264151,0,0,12.48586
IMG\center_2021_03_06_16_58_58_975.jpg,IMG\left_2021_03_06_16_58_58_975.jpg,IMG\right_2021_03_06_16_58_58_975.jpg,0.2264151,0,0,12.1597
IMG\center_2021_03_06_16_58_59_044.jpg,IMG\left_2021_03_06_16_58_59_044.jpg,IMG\right_2021_03_06_16_58_59_044.jpg,0.2264151,0,0,12.29156
IMG\center_2021_03_06_16_58_59_114.jpg,IMG\left_2021_03_06_16_58_59_114.jpg,IMG\right_2021_03_06_16_58_59_114.jpg,0.2075472,0,0,12.19286
IMG\center_2021_03_06_16_58_59_185.jpg,IMG\left_2021_03_06_16_58_59_185.jpg,IMG\right_2021_03_06_16_58_59_185.jpg,0.1792453,0,0,11.82299
IMG\center_2021_03_06_16_58_59_255.jpg,IMG\left_2021_03_06_16_58_59_255.jpg,IMG\right_2021_03_06_16_58_59_255.jpg,0.1320755,0,0,11.72759
IMG\center_2021_03_06_16_58_59_326.jpg,IMG\left_2021_03_06_16_58_59_326.jpg,IMG\right_2021_03_06_16_58_59_326.jpg,0.1132075,0,0,11.63202
IMG\center_2021_03_06_16_58_59_396.jpg,IMG\left_2021_03_06_16_58_59_396.jpg,IMG\right_2021_03_06_16_58_59_396.jpg,0.1037736,0,0,11.85017
IMG\center_2021_03_06_16_58_59_465.jpg,IMG\left_2021_03_06_16_58_59_465.jpg,IMG\right_2021_03_06_16_58_59_465.jpg,0.08490566,0,0,11.48441
IMG\center_2021_03_06_16_58_59_535.jpg,IMG\left_2021_03_06_16_58_59_535.jpg,IMG\right_2021_03_06_16_58_59_535.jpg,0.04716982,0,0,11.38774
IMG\center_2021_03_06_16_58_59_603.jpg,IMG\left_2021_03_06_16_58_59_603.jpg,IMG\right_2021_03_06_16_58_59_603.jpg,0.03773585,0,0,11.63094
IMG\center_2021_03_06_16_58_59_672.jpg,IMG\left_2021_03_06_16_58_59_672.jpg,IMG\right_2021_03_06_16_58_59_672.jpg,0.03773585,0,0,11.52404
IMG\center_2021_03_06_16_58_59_740.jpg,IMG\left_2021_03_06_16_58_59_740.jpg,IMG\right_2021_03_06_16_58_59_740.jpg,0.03773585,0,0,11.16864
IMG\center_2021_03_06_16_58_59_808.jpg,IMG\left_2021_03_06_16_58_59_808.jpg,IMG\right_2021_03_06_16_58_59_808.jpg,0.05660377,0,0,11.51379
IMG\center_2021_03_06_16_58_59_877.jpg,IMG\left_2021_03_06_16_58_59_877.jpg,IMG\right_2021_03_06_16_58_59_877.jpg,0.08490566,0,0,11.21253
IMG\center_2021_03_06_16_58_59_944.jpg,IMG\left_2021_03_06_16_58_59_944.jpg,IMG\right_2021_03_06_16_58_59_944.jpg,0.09433963,0,0,11.12292
IMG\center_2021_03_06_16_59_00_012.jpg,IMG\left_2021_03_06_16_59_00_012.jpg,IMG\right_2021_03_06_16_59_00_012.jpg,0.09433963,0,0,11.08981
IMG\center_2021_03_06_16_59_00_082.jpg,IMG\left_2021_03_06_16_59_00_082.jpg,IMG\right_2021_03_06_16_59_00_082.jpg,0.09433963,0,0,11.02268
IMG\center_2021_03_06_16_59_00_152.jpg,IMG\left_2021_03_06_16_59_00_152.jpg,IMG\right_2021_03_06_16_59_00_152.jpg,0.09433963,0,0,10.93396
IMG\center_2021_03_06_16_59_00_220.jpg,IMG\left_2021_03_06_16_59_00_220.jpg,IMG\right_2021_03_06_16_59_00_220.jpg,0.1226415,0,0,10.86729
IMG\center_2021_03_06_16_59_00_287.jpg,IMG\left_2021_03_06_16_59_00_287.jpg,IMG\right_2021_03_06_16_59_00_287.jpg,0.2358491,0,0,10.77084
IMG\center_2021_03_06_16_59_00_356.jpg,IMG\left_2021_03_06_16_59_00_356.jpg,IMG\right_2021_03_06_16_59_00_356.jpg,0.3113208,0,0,10.69095
IMG\center_2021_03_06_16_59_00_423.jpg,IMG\left_2021_03_06_16_59_00_423.jpg,IMG\right_2021_03_06_16_59_00_423.jpg,0.3584906,0,0,10.61092
IMG\center_2021_03_06_16_59_00_493.jpg,IMG\left_2021_03_06_16_59_00_493.jpg,IMG\right_2021_03_06_16_59_00_493.jpg,0.3773585,0,0,10.51548
IMG\center_2021_03_06_16_59_00_563.jpg,IMG\left_2021_03_06_16_59_00_563.jpg,IMG\right_2021_03_06_16_59_00_563.jpg,0.3867925,0,0,10.44728
IMG\center_2021_03_06_16_59_00_630.jpg,IMG\left_2021_03_06_16_59_00_630.jpg,IMG\right_2021_03_06_16_59_00_630.jpg,0.4339623,0,0,10.35316
IMG\center_2021_03_06_16_59_00_699.jpg,IMG\left_2021_03_06_16_59_00_699.jpg,IMG\right_2021_03_06_16_59_00_699.jpg,0.5,0,0,10.27892
IMG\center_2021_03_06_16_59_00_770.jpg,IMG\left_2021_03_06_16_59_00_770.jpg,IMG\right_2021_03_06_16_59_00_770.jpg,0.5283019,0,0,10.18258
IMG\center_2021_03_06_16_59_00_838.jpg,IMG\left_2021_03_06_16_59_00_838.jpg,IMG\right_2021_03_06_16_59_00_838.jpg,0.5566038,0,0,10.10999
IMG\center_2021_03_06_16_59_00_909.jpg,IMG\left_2021_03_06_16_59_00_909.jpg,IMG\right_2021_03_06_16_59_00_909.jpg,0.6037736,0,0,10.01199
IMG\center_2021_03_06_16_59_00_977.jpg,IMG\left_2021_03_06_16_59_00_977.jpg,IMG\right_2021_03_06_16_59_00_977.jpg,0.6509434,0,0,9.935547
IMG\center_2021_03_06_16_59_01_044.jpg,IMG\left_2021_03_06_16_59_01_044.jpg,IMG\right_2021_03_06_16_59_01_044.jpg,0.6886792,0,0,9.858088
IMG\center_2021_03_06_16_59_01_112.jpg,IMG\left_2021_03_06_16_59_01_112.jpg,IMG\right_2021_03_06_16_59_01_112.jpg,0.7169811,0,0,9.75779
IMG\center_2021_03_06_16_59_01_181.jpg,IMG\left_2021_03_06_16_59_01_181.jpg,IMG\right_2021_03_06_16_59_01_181.jpg,0.7452829,0,0,9.685287
IMG\center_2021_03_06_16_59_01_250.jpg,IMG\left_2021_03_06_16_59_01_250.jpg,IMG\right_2021_03_06_16_59_01_250.jpg,0.7641509,0,0,9.589664
IMG\center_2021_03_06_16_59_01_319.jpg,IMG\left_2021_03_06_16_59_01_319.jpg,IMG\right_2021_03_06_16_59_01_319.jpg,0.7830189,0,0,9.519773
IMG\center_2021_03_06_16_59_01_388.jpg,IMG\left_2021_03_06_16_59_01_388.jpg,IMG\right_2021_03_06_16_59_01_388.jpg,0.7924529,0,0,9.427923
IMG\center_2021_03_06_16_59_01_456.jpg,IMG\left_2021_03_06_16_59_01_456.jpg,IMG\right_2021_03_06_16_59_01_456.jpg,0.8584906,0,0,9.351518
IMG\center_2021_03_06_16_59_01_525.jpg,IMG\left_2021_03_06_16_59_01_525.jpg,IMG\right_2021_03_06_16_59_01_525.jpg,0.9433962,0,0,9.26033
IMG\center_2021_03_06_16_59_01_592.jpg,IMG\left_2021_03_06_16_59_01_592.jpg,IMG\right_2021_03_06_16_59_01_592.jpg,1,0,0,9.122888
IMG\center_2021_03_06_16_59_01_662.jpg,IMG\left_2021_03_06_16_59_01_662.jpg,IMG\right_2021_03_06_16_59_01_662.jpg,1,0,0,9.042194
IMG\center_2021_03_06_16_59_01_731.jpg,IMG\left_2021_03_06_16_59_01_731.jpg,IMG\right_2021_03_06_16_59_01_731.jpg,1,0,0,8.944394
