center,left,right,steering,throttle,brake,speed
IMG\center_2021_03_12_12_58_25_009.jpg,IMG\left_2021_03_12_12_58_25_009.jpg,IMG\right_2021_03_12_12_58_25_009.jpg,-0.0112782,0,0,19.96646
IMG\center_2021_03_12_12_58_25_077.jpg,IMG\left_2021_03_12_12_58_25_077.jpg,IMG\right_2021_03_12_12_58_25_077.jpg,-0.007518797,0,0,20.17546
IMG\center_2021_03_12_12_58_25_147.jpg,IMG\left_2021_03_12_12_58_25_147.jpg,IMG\right_2021_03_12_12_58_25_147.jpg,-0.007518797,0,0,20.0179
IMG\center_2021_03_12_12_58_25_217.jpg,IMG\left_2021_03_12_12_58_25_217.jpg,IMG\right_2021_03_12_12_58_25_217.jpg,-0.003759398,0,0,19.54271
IMG\center_2021_03_12_12_58_25_283.jpg,IMG\left_2021_03_12_12_58_25_283.jpg,IMG\right_2021_03_12_12_58_25_283.jpg,0.003759398,0,0,19.373
IMG\center_2021_03_12_12_58_25_351.jpg,IMG\left_2021_03_12_12_58_25_351.jpg,IMG\right_2021_03_12_12_58_25_351.jpg,0.003759398,0,0,19.63496
IMG\center_2021_03_12_12_58_25_419.jpg,IMG\left_2021_03_12_12_58_25_419.jpg,IMG\right_2021_03_12_12_58_25_419.jpg,0.003759398,0,0,19.11559
IMG\center_2021_03_12_12_58_25_485.jpg,IMG\left_2021_03_12_12_58_25_485.jpg,IMG\right_2021_03_12_12_58_25_485.jpg,0.007518797,0.1856085,0,19.02695
IMG\center_2021_03_12_12_58_25_552.jpg,IMG\left_2021_03_12_12_58_25_552.jpg,IMG\right_2021_03_12_12_58_25_552.jpg,0.0112782,0.3717078,0,19.48776
IMG\center_2021_03_12_12_58_25_624.jpg,IMG\left_2021_03_12_12_58_25_624.jpg,IMG\right_2021_03_12_12_58_25_624.jpg,0.01503759,0.4932954,0,19.77761
IMG\center_2021_03_12_12_58_25_695.jpg,IMG\left_2021_03_12_12_58_25_695.jpg,IMG\right_2021_03_12_12_58_25_695.jpg,0.01503759,0.3241185,0,19.68132
IMG\center_2021_03_12_12_58_25_763.jpg,IMG\left_2021_03_12_12_58_25_763.jpg,IMG\right_2021_03_12_12_58_25_763.jpg,0.01503759,0.07641985,0,19.6929
IMG\center_2021_03_12_12_58_25_829.jpg,IMG\left_2021_03_12_12_58_25_829.jpg,IMG\right_2021_03_12_12_58_25_829.jpg,0.0112782,0,0,19.91189
IMG\center_2021_03_12_12_58_25_896.jpg,IMG\left_2021_03_12_12_58_25_896.jpg,IMG\right_2021_03_12_12_58_25_896.jpg,0.0112782,0,0,19.43718
IMG\center_2021_03_12_12_58_25_964.jpg,IMG\left_2021_03_12_12_58_25_964.jpg,IMG\right_2021_03_12_12_58_25_964.jpg,0.0112782,0,0,19.26659
IMG\center_2021_03_12_12_58_26_036.jpg,IMG\left_2021_03_12_12_58_26_036.jpg,IMG\right_2021_03_12_12_58_26_036.jpg,0.0112782,0,0,19.53455
IMG\center_2021_03_12_12_58_26_104.jpg,IMG\left_2021_03_12_12_58_26_104.jpg,IMG\right_2021_03_12_12_58_26_104.jpg,0.0112782,0,0,19.38903
IMG\center_2021_03_12_12_58_26_172.jpg,IMG\left_2021_03_12_12_58_26_172.jpg,IMG\right_2021_03_12_12_58_26_172.jpg,0.007518797,0.061872,0,18.83782
IMG\center_2021_03_12_12_58_26_239.jpg,IMG\left_2021_03_12_12_58_26_239.jpg,IMG\right_2021_03_12_12_58_26_239.jpg,0.007518797,0.2968284,0,18.89515
IMG\center_2021_03_12_12_58_26_307.jpg,IMG\left_2021_03_12_12_58_26_307.jpg,IMG\right_2021_03_12_12_58_26_307.jpg,0.003759398,0.4844393,0,19.41929
IMG\center_2021_03_12_12_58_26_375.jpg,IMG\left_2021_03_12_12_58_26_375.jpg,IMG\right_2021_03_12_12_58_26_375.jpg,0.003759398,0.3104597,0,19.29075
IMG\center_2021_03_12_12_58_26_444.jpg,IMG\left_2021_03_12_12_58_26_444.jpg,IMG\right_2021_03_12_12_58_26_444.jpg,0.003759398,0.0693641,0,19.29504
IMG\center_2021_03_12_12_58_26_514.jpg,IMG\left_2021_03_12_12_58_26_514.jpg,IMG\right_2021_03_12_12_58_26_514.jpg,0.003759398,0,0,19.53818
IMG\center_2021_03_12_12_58_26_583.jpg,IMG\left_2021_03_12_12_58_26_583.jpg,IMG\right_2021_03_12_12_58_26_583.jpg,0.003759398,0,0,19.39312
IMG\center_2021_03_12_12_58_26_651.jpg,IMG\left_2021_03_12_12_58_26_651.jpg,IMG\right_2021_03_12_12_58_26_651.jpg,0.003759398,0,0,18.86023
IMG\center_2021_03_12_12_58_26_718.jpg,IMG\left_2021_03_12_12_58_26_718.jpg,IMG\right_2021_03_12_12_58_26_718.jpg,0.003759398,0,0,19.17974
IMG\center_2021_03_12_12_58_26_785.jpg,IMG\left_2021_03_12_12_58_26_785.jpg,IMG\right_2021_03_12_12_58_26_785.jpg,0.003759398,0,0,19.03392
IMG\center_2021_03_12_12_58_26_852.jpg,IMG\left_2021_03_12_12_58_26_852.jpg,IMG\right_2021_03_12_12_58_26_852.jpg,-0.003759398,0,0,18.44008
IMG\center_2021_03_12_12_58_26_924.jpg,IMG\left_2021_03_12_12_58_26_924.jpg,IMG\right_2021_03_12_12_58_26_924.jpg,-0.003759398,0,0,18.28234
IMG\center_2021_03_12_12_58_26_991.jpg,IMG\left_2021_03_12_12_58_26_991.jpg,IMG\right_2021_03_12_12_58_26_991.jpg,-0.007518797,0,0,18.66129
IMG\center_2021_03_12_12_58_27_058.jpg,IMG\left_2021_03_12_12_58_27_058.jpg,IMG\right_2021_03_12_12_58_27_058.jpg,-0.007518797,0,0,18.04971
IMG\center_2021_03_12_12_58_27_129.jpg,IMG\left_2021_03_12_12_58_27_129.jpg,IMG\right_2021_03_12_12_58_27_129.jpg,-0.007518797,0.2288466,0,18.03824
IMG\center_2021_03_12_12_58_27_198.jpg,IMG\left_2021_03_12_12_58_27_198.jpg,IMG\right_2021_03_12_12_58_27_198.jpg,-0.007518797,0.4223887,0,18.58105
IMG\center_2021_03_12_12_58_27_264.jpg,IMG\left_2021_03_12_12_58_27_264.jpg,IMG\right_2021_03_12_12_58_27_264.jpg,-0.007518797,0.5637103,0,18.92224
IMG\center_2021_03_12_12_58_27_331.jpg,IMG\left_2021_03_12_12_58_27_331.jpg,IMG\right_2021_03_12_12_58_27_331.jpg,-0.007518797,0.3781072,0,18.84406
IMG\center_2021_03_12_12_58_27_398.jpg,IMG\left_2021_03_12_12_58_27_398.jpg,IMG\right_2021_03_12_12_58_27_398.jpg,-0.007518797,0.205272,0,19.26335
IMG\center_2021_03_12_12_58_27_470.jpg,IMG\left_2021_03_12_12_58_27_470.jpg,IMG\right_2021_03_12_12_58_27_470.jpg,-0.007518797,0,0,19.20904
IMG\center_2021_03_12_12_58_27_540.jpg,IMG\left_2021_03_12_12_58_27_540.jpg,IMG\right_2021_03_12_12_58_27_540.jpg,-0.007518797,0,0,19.07147
IMG\center_2021_03_12_12_58_27_607.jpg,IMG\left_2021_03_12_12_58_27_607.jpg,IMG\right_2021_03_12_12_58_27_607.jpg,-0.007518797,0,0,18.50902
IMG\center_2021_03_12_12_58_27_676.jpg,IMG\left_2021_03_12_12_58_27_676.jpg,IMG\right_2021_03_12_12_58_27_676.jpg,-0.007518797,0,0,18.86224
IMG\center_2021_03_12_12_58_27_748.jpg,IMG\left_2021_03_12_12_58_27_748.jpg,IMG\right_2021_03_12_12_58_27_748.jpg,-0.007518797,0,0,18.71485
IMG\center_2021_03_12_12_58_27_815.jpg,IMG\left_2021_03_12_12_58_27_815.jpg,IMG\right_2021_03_12_12_58_27_815.jpg,-0.007518797,0.1241988,0,18.14753
IMG\center_2021_03_12_12_58_27_884.jpg,IMG\left_2021_03_12_12_58_27_884.jpg,IMG\right_2021_03_12_12_58_27_884.jpg,-0.0112782,0.3771594,0,18.28893
IMG\center_2021_03_12_12_58_27_951.jpg,IMG\left_2021_03_12_12_58_27_951.jpg,IMG\right_2021_03_12_12_58_27_951.jpg,-0.0112782,0.4543551,0,18.88018
IMG\center_2021_03_12_12_58_28_019.jpg,IMG\left_2021_03_12_12_58_28_019.jpg,IMG\right_2021_03_12_12_58_28_019.jpg,-0.0112782,0.2191932,0,19.05927
IMG\center_2021_03_12_12_58_28_086.jpg,IMG\left_2021_03_12_12_58_28_086.jpg,IMG\right_2021_03_12_12_58_28_086.jpg,-0.0112782,0.03129335,0,18.65721
IMG\center_2021_03_12_12_58_28_155.jpg,IMG\left_2021_03_12_12_58_28_155.jpg,IMG\right_2021_03_12_12_58_28_155.jpg,-0.007518797,0,0,18.9587
IMG\center_2021_03_12_12_58_28_223.jpg,IMG\left_2021_03_12_12_58_28_223.jpg,IMG\right_2021_03_12_12_58_28_223.jpg,-0.007518797,0.0292419,0,18.81816
IMG\center_2021_03_12_12_58_28_289.jpg,IMG\left_2021_03_12_12_58_28_289.jpg,IMG\right_2021_03_12_12_58_28_289.jpg,-0.007518797,0.2013045,0,18.32295
IMG\center_2021_03_12_12_58_28_357.jpg,IMG\left_2021_03_12_12_58_28_357.jpg,IMG\right_2021_03_12_12_58_28_357.jpg,-0.007518797,0.3263147,0,18.8452
IMG\center_2021_03_12_12_58_28_424.jpg,IMG\left_2021_03_12_12_58_28_424.jpg,IMG\right_2021_03_12_12_58_28_424.jpg,-0.007518797,0.09556586,0,18.91491
IMG\center_2021_03_12_12_58_28_491.jpg,IMG\left_2021_03_12_12_58_28_491.jpg,IMG\right_2021_03_12_12_58_28_491.jpg,-0.007518797,0,0,18.37545
IMG\center_2021_03_12_12_58_28_558.jpg,IMG\left_2021_03_12_12_58_28_558.jpg,IMG\right_2021_03_12_12_58_28_558.jpg,-0.007518797,0,0,18.7328
IMG\center_2021_03_12_12_58_28_626.jpg,IMG\left_2021_03_12_12_58_28_626.jpg,IMG\right_2021_03_12_12_58_28_626.jpg,-0.007518797,0.1881222,0,18.62974
IMG\center_2021_03_12_12_58_28_695.jpg,IMG\left_2021_03_12_12_58_28_695.jpg,IMG\right_2021_03_12_12_58_28_695.jpg,-0.007518797,0.3632634,0,18.29898
IMG\center_2021_03_12_12_58_28_767.jpg,IMG\left_2021_03_12_12_58_28_767.jpg,IMG\right_2021_03_12_12_58_28_767.jpg,-0.003759398,0.1478346,0,18.41131
IMG\center_2021_03_12_12_58_28_836.jpg,IMG\left_2021_03_12_12_58_28_836.jpg,IMG\right_2021_03_12_12_58_28_836.jpg,-0.003759398,0,0,18.77479
IMG\center_2021_03_12_12_58_28_904.jpg,IMG\left_2021_03_12_12_58_28_904.jpg,IMG\right_2021_03_12_12_58_28_904.jpg,-0.003759398,0.0623679,0,18.63612
IMG\center_2021_03_12_12_58_28_972.jpg,IMG\left_2021_03_12_12_58_28_972.jpg,IMG\right_2021_03_12_12_58_28_972.jpg,-0.003759398,0.2504613,0,18.17391
IMG\center_2021_03_12_12_58_29_042.jpg,IMG\left_2021_03_12_12_58_29_042.jpg,IMG\right_2021_03_12_12_58_29_042.jpg,-0.003759398,0.2660178,0,18.38032
IMG\center_2021_03_12_12_58_29_112.jpg,IMG\left_2021_03_12_12_58_29_112.jpg,IMG\right_2021_03_12_12_58_29_112.jpg,-0.003759398,0.08819157,0,18.79484
IMG\center_2021_03_12_12_58_29_182.jpg,IMG\left_2021_03_12_12_58_29_182.jpg,IMG\right_2021_03_12_12_58_29_182.jpg,-0.003759398,0.0308334,0,18.68095
IMG\center_2021_03_12_12_58_29_251.jpg,IMG\left_2021_03_12_12_58_29_251.jpg,IMG\right_2021_03_12_12_58_29_251.jpg,-0.003759398,0.2066796,0,18.1791
IMG\center_2021_03_12_12_58_29_322.jpg,IMG\left_2021_03_12_12_58_29_322.jpg,IMG\right_2021_03_12_12_58_29_322.jpg,-0.003759398,0.3513366,0,18.39855
IMG\center_2021_03_12_12_58_29_391.jpg,IMG\left_2021_03_12_12_58_29_391.jpg,IMG\right_2021_03_12_12_58_29_391.jpg,-0.003759398,0.1757891,0,18.85676
IMG\center_2021_03_12_12_58_29_462.jpg,IMG\left_2021_03_12_12_58_29_462.jpg,IMG\right_2021_03_12_12_58_29_462.jpg,-0.003759398,0.032937,0,18.78829
IMG\center_2021_03_12_12_58_29_532.jpg,IMG\left_2021_03_12_12_58_29_532.jpg,IMG\right_2021_03_12_12_58_29_532.jpg,-0.003759398,0.2128395,0,18.30999
IMG\center_2021_03_12_12_58_29_601.jpg,IMG\left_2021_03_12_12_58_29_601.jpg,IMG\right_2021_03_12_12_58_29_601.jpg,-0.003759398,0.4494099,0,18.52934
IMG\center_2021_03_12_12_58_29_669.jpg,IMG\left_2021_03_12_12_58_29_669.jpg,IMG\right_2021_03_12_12_58_29_669.jpg,-0.003759398,0.4808097,0,19.13734
IMG\center_2021_03_12_12_58_29_736.jpg,IMG\left_2021_03_12_12_58_29_736.jpg,IMG\right_2021_03_12_12_58_29_736.jpg,-0.003759398,0.3070521,0,18.99572
IMG\center_2021_03_12_12_58_29_805.jpg,IMG\left_2021_03_12_12_58_29_805.jpg,IMG\right_2021_03_12_12_58_29_805.jpg,-0.003759398,0.4169364,0,19.14709
IMG\center_2021_03_12_12_58_29_875.jpg,IMG\left_2021_03_12_12_58_29_875.jpg,IMG\right_2021_03_12_12_58_29_875.jpg,-0.003759398,0.5942851,0,19.69135
IMG\center_2021_03_12_12_58_29_946.jpg,IMG\left_2021_03_12_12_58_29_946.jpg,IMG\right_2021_03_12_12_58_29_946.jpg,-0.003759398,0.6442389,0,20.1706
IMG\center_2021_03_12_12_58_30_017.jpg,IMG\left_2021_03_12_12_58_30_017.jpg,IMG\right_2021_03_12_12_58_30_017.jpg,-0.003759398,0.4620057,0,20.25449
IMG\center_2021_03_12_12_58_30_085.jpg,IMG\left_2021_03_12_12_58_30_085.jpg,IMG\right_2021_03_12_12_58_30_085.jpg,-0.003759398,0.5331823,0,20.50066
IMG\center_2021_03_12_12_58_30_155.jpg,IMG\left_2021_03_12_12_58_30_155.jpg,IMG\right_2021_03_12_12_58_30_155.jpg,-0.003759398,0.7219491,0,21.03269
IMG\center_2021_03_12_12_58_30_224.jpg,IMG\left_2021_03_12_12_58_30_224.jpg,IMG\right_2021_03_12_12_58_30_224.jpg,-0.003759398,0.651354,0,21.56498
IMG\center_2021_03_12_12_58_30_294.jpg,IMG\left_2021_03_12_12_58_30_294.jpg,IMG\right_2021_03_12_12_58_30_294.jpg,-0.003759398,0.4751103,0,21.74343
IMG\center_2021_03_12_12_58_30_364.jpg,IMG\left_2021_03_12_12_58_30_364.jpg,IMG\right_2021_03_12_12_58_30_364.jpg,-0.003759398,0.5123332,0,21.98941
IMG\center_2021_03_12_12_58_30_434.jpg,IMG\left_2021_03_12_12_58_30_434.jpg,IMG\right_2021_03_12_12_58_30_434.jpg,-0.003759398,0.6861196,0,22.36681
IMG\center_2021_03_12_12_58_30_506.jpg,IMG\left_2021_03_12_12_58_30_506.jpg,IMG\right_2021_03_12_12_58_30_506.jpg,-0.003759398,0.526949,0,22.79973
IMG\center_2021_03_12_12_58_30_577.jpg,IMG\left_2021_03_12_12_58_30_577.jpg,IMG\right_2021_03_12_12_58_30_577.jpg,-0.003759398,0.34737,0,22.9256
IMG\center_2021_03_12_12_58_30_647.jpg,IMG\left_2021_03_12_12_58_30_647.jpg,IMG\right_2021_03_12_12_58_30_647.jpg,-0.003759398,0.4878453,0,23.10818
IMG\center_2021_03_12_12_58_30_715.jpg,IMG\left_2021_03_12_12_58_30_715.jpg,IMG\right_2021_03_12_12_58_30_715.jpg,-0.003759398,0.6704562,0,23.41744
IMG\center_2021_03_12_12_58_30_784.jpg,IMG\left_2021_03_12_12_58_30_784.jpg,IMG\right_2021_03_12_12_58_30_784.jpg,-0.003759398,0.4661469,0,23.80422
IMG\center_2021_03_12_12_58_30_853.jpg,IMG\left_2021_03_12_12_58_30_853.jpg,IMG\right_2021_03_12_12_58_30_853.jpg,-0.003759398,0.2943624,0,23.9246
IMG\center_2021_03_12_12_58_30_923.jpg,IMG\left_2021_03_12_12_58_30_923.jpg,IMG\right_2021_03_12_12_58_30_923.jpg,-0.003759398,0.5386971,0,24.12967
IMG\center_2021_03_12_12_58_30_991.jpg,IMG\left_2021_03_12_12_58_30_991.jpg,IMG\right_2021_03_12_12_58_30_991.jpg,-0.003759398,0.6862395,0,24.43626
IMG\center_2021_03_12_12_58_31_058.jpg,IMG\left_2021_03_12_12_58_31_058.jpg,IMG\right_2021_03_12_12_58_31_058.jpg,-0.003759398,0.5222659,0,24.73518
IMG\center_2021_03_12_12_58_31_126.jpg,IMG\left_2021_03_12_12_58_31_126.jpg,IMG\right_2021_03_12_12_58_31_126.jpg,-0.003759398,0.652,0,25.06016
IMG\center_2021_03_12_12_58_31_193.jpg,IMG\left_2021_03_12_12_58_31_193.jpg,IMG\right_2021_03_12_12_58_31_193.jpg,-0.003759398,0.8349277,0,25.44856
IMG\center_2021_03_12_12_58_31_267.jpg,IMG\left_2021_03_12_12_58_31_267.jpg,IMG\right_2021_03_12_12_58_31_267.jpg,-0.003759398,1,0,26.15234
IMG\center_2021_03_12_12_58_31_335.jpg,IMG\left_2021_03_12_12_58_31_335.jpg,IMG\right_2021_03_12_12_58_31_335.jpg,-0.003759398,1,0,26.71953
IMG\center_2021_03_12_12_58_31_402.jpg,IMG\left_2021_03_12_12_58_31_402.jpg,IMG\right_2021_03_12_12_58_31_402.jpg,-0.003759398,1,0,27.47073
IMG\center_2021_03_12_12_58_31_471.jpg,IMG\left_2021_03_12_12_58_31_471.jpg,IMG\right_2021_03_12_12_58_31_471.jpg,-0.003759398,1,0,28.03013
IMG\center_2021_03_12_12_58_31_542.jpg,IMG\left_2021_03_12_12_58_31_542.jpg,IMG\right_2021_03_12_12_58_31_542.jpg,-0.003759398,1,0,28.77074
IMG\center_2021_03_12_12_58_31_611.jpg,IMG\left_2021_03_12_12_58_31_611.jpg,IMG\right_2021_03_12_12_58_31_611.jpg,-0.003759398,1,0,29.32228
IMG\center_2021_03_12_12_58_31_682.jpg,IMG\left_2021_03_12_12_58_31_682.jpg,IMG\right_2021_03_12_12_58_31_682.jpg,-0.003759398,1,0,30.05249
IMG\center_2021_03_12_12_58_31_752.jpg,IMG\left_2021_03_12_12_58_31_752.jpg,IMG\right_2021_03_12_12_58_31_752.jpg,-0.003759398,1,0,30.18965
IMG\center_2021_03_12_12_58_31_821.jpg,IMG\left_2021_03_12_12_58_31_821.jpg,IMG\right_2021_03_12_12_58_31_821.jpg,-0.003759398,1,0,30.18995
IMG\center_2021_03_12_12_58_31_892.jpg,IMG\left_2021_03_12_12_58_31_892.jpg,IMG\right_2021_03_12_12_58_31_892.jpg,-0.003759398,0.9233254,0,30.1837
IMG\center_2021_03_12_12_58_31_961.jpg,IMG\left_2021_03_12_12_58_31_961.jpg,IMG\right_2021_03_12_12_58_31_961.jpg,-0.003759398,0.6785773,0,30.12007
IMG\center_2021_03_12_12_58_32_031.jpg,IMG\left_2021_03_12_12_58_32_031.jpg,IMG\right_2021_03_12_12_58_32_031.jpg,-0.003759398,0.4911788,0,30.07621
IMG\center_2021_03_12_12_58_32_102.jpg,IMG\left_2021_03_12_12_58_32_102.jpg,IMG\right_2021_03_12_12_58_32_102.jpg,-0.003759398,0.258881,0,30.01317
IMG\center_2021_03_12_12_58_32_172.jpg,IMG\left_2021_03_12_12_58_32_172.jpg,IMG\right_2021_03_12_12_58_32_172.jpg,-0.003759398,0.08457619,0,29.95403
IMG\center_2021_03_12_12_58_32_245.jpg,IMG\left_2021_03_12_12_58_32_245.jpg,IMG\right_2021_03_12_12_58_32_245.jpg,-0.003759398,0,0,29.73106
IMG\center_2021_03_12_12_58_32_317.jpg,IMG\left_2021_03_12_12_58_32_317.jpg,IMG\right_2021_03_12_12_58_32_317.jpg,-0.003759398,0,0,29.5506
IMG\center_2021_03_12_12_58_32_388.jpg,IMG\left_2021_03_12_12_58_32_388.jpg,IMG\right_2021_03_12_12_58_32_388.jpg,-0.003759398,0,0,29.31178
IMG\center_2021_03_12_12_58_32_458.jpg,IMG\left_2021_03_12_12_58_32_458.jpg,IMG\right_2021_03_12_12_58_32_458.jpg,-0.003759398,0,0,29.13392
IMG\center_2021_03_12_12_58_32_526.jpg,IMG\left_2021_03_12_12_58_32_526.jpg,IMG\right_2021_03_12_12_58_32_526.jpg,-0.003759398,0,0,28.89844
IMG\center_2021_03_12_12_58_32_594.jpg,IMG\left_2021_03_12_12_58_32_594.jpg,IMG\right_2021_03_12_12_58_32_594.jpg,-0.003759398,0,0,28.72307
IMG\center_2021_03_12_12_58_32_666.jpg,IMG\left_2021_03_12_12_58_32_666.jpg,IMG\right_2021_03_12_12_58_32_666.jpg,-0.003759398,0,0,28.49091
IMG\center_2021_03_12_12_58_32_734.jpg,IMG\left_2021_03_12_12_58_32_734.jpg,IMG\right_2021_03_12_12_58_32_734.jpg,-0.003759398,0,0,28.31801
IMG\center_2021_03_12_12_58_32_803.jpg,IMG\left_2021_03_12_12_58_32_803.jpg,IMG\right_2021_03_12_12_58_32_803.jpg,-0.003759398,0,0,28.08911
IMG\center_2021_03_12_12_58_32_872.jpg,IMG\left_2021_03_12_12_58_32_872.jpg,IMG\right_2021_03_12_12_58_32_872.jpg,-0.003759398,0,0,27.91865
IMG\center_2021_03_12_12_58_32_939.jpg,IMG\left_2021_03_12_12_58_32_939.jpg,IMG\right_2021_03_12_12_58_32_939.jpg,-0.003759398,0,0,27.74922
IMG\center_2021_03_12_12_58_33_009.jpg,IMG\left_2021_03_12_12_58_33_009.jpg,IMG\right_2021_03_12_12_58_33_009.jpg,-0.003759398,0,0,27.5249
IMG\center_2021_03_12_12_58_33_077.jpg,IMG\left_2021_03_12_12_58_33_077.jpg,IMG\right_2021_03_12_12_58_33_077.jpg,-0.003759398,0,0,27.35785
IMG\center_2021_03_12_12_58_33_150.jpg,IMG\left_2021_03_12_12_58_33_150.jpg,IMG\right_2021_03_12_12_58_33_150.jpg,-0.003759398,0,0,27.13669
IMG\center_2021_03_12_12_58_33_216.jpg,IMG\left_2021_03_12_12_58_33_216.jpg,IMG\right_2021_03_12_12_58_33_216.jpg,-0.003759398,0,0,26.97199
IMG\center_2021_03_12_12_58_33_285.jpg,IMG\left_2021_03_12_12_58_33_285.jpg,IMG\right_2021_03_12_12_58_33_285.jpg,-0.003759398,0,0,26.75394
IMG\center_2021_03_12_12_58_33_355.jpg,IMG\left_2021_03_12_12_58_33_355.jpg,IMG\right_2021_03_12_12_58_33_355.jpg,-0.003759398,0,0,26.59155
IMG\center_2021_03_12_12_58_33_426.jpg,IMG\left_2021_03_12_12_58_33_426.jpg,IMG\right_2021_03_12_12_58_33_426.jpg,-0.003759398,0,0,26.37657
IMG\center_2021_03_12_12_58_33_495.jpg,IMG\left_2021_03_12_12_58_33_495.jpg,IMG\right_2021_03_12_12_58_33_495.jpg,-0.003759398,0,0,26.21647
IMG\center_2021_03_12_12_58_33_566.jpg,IMG\left_2021_03_12_12_58_33_566.jpg,IMG\right_2021_03_12_12_58_33_566.jpg,-0.003759398,0,0,26.00451
IMG\center_2021_03_12_12_58_33_637.jpg,IMG\left_2021_03_12_12_58_33_637.jpg,IMG\right_2021_03_12_12_58_33_637.jpg,-0.003759398,0,0,25.84666
IMG\center_2021_03_12_12_58_33_708.jpg,IMG\left_2021_03_12_12_58_33_708.jpg,IMG\right_2021_03_12_12_58_33_708.jpg,-0.003759398,0,0,25.63768
IMG\center_2021_03_12_12_58_33_776.jpg,IMG\left_2021_03_12_12_58_33_776.jpg,IMG\right_2021_03_12_12_58_33_776.jpg,-0.003759398,0,0,25.48205
IMG\center_2021_03_12_12_58_33_848.jpg,IMG\left_2021_03_12_12_58_33_848.jpg,IMG\right_2021_03_12_12_58_33_848.jpg,-0.003759398,0,0,25.27601
IMG\center_2021_03_12_12_58_33_921.jpg,IMG\left_2021_03_12_12_58_33_921.jpg,IMG\right_2021_03_12_12_58_33_921.jpg,-0.003759398,0,0,25.07163
IMG\center_2021_03_12_12_58_33_993.jpg,IMG\left_2021_03_12_12_58_33_993.jpg,IMG\right_2021_03_12_12_58_33_993.jpg,-0.003759398,0,0,24.91943
IMG\center_2021_03_12_12_58_34_063.jpg,IMG\left_2021_03_12_12_58_34_063.jpg,IMG\right_2021_03_12_12_58_34_063.jpg,-0.003759398,0,0,24.72059
IMG\center_2021_03_12_12_58_34_132.jpg,IMG\left_2021_03_12_12_58_34_132.jpg,IMG\right_2021_03_12_12_58_34_132.jpg,-0.003759398,0,0,24.58877
IMG\center_2021_03_12_12_58_34_199.jpg,IMG\left_2021_03_12_12_58_34_199.jpg,IMG\right_2021_03_12_12_58_34_199.jpg,-0.003759398,0,0,24.37849
IMG\center_2021_03_12_12_58_34_270.jpg,IMG\left_2021_03_12_12_58_34_270.jpg,IMG\right_2021_03_12_12_58_34_270.jpg,-0.007518797,0,0,24.18291
IMG\center_2021_03_12_12_58_34_340.jpg,IMG\left_2021_03_12_12_58_34_340.jpg,IMG\right_2021_03_12_12_58_34_340.jpg,-0.007518797,0,0,23.97653
IMG\center_2021_03_12_12_58_34_412.jpg,IMG\left_2021_03_12_12_58_34_412.jpg,IMG\right_2021_03_12_12_58_34_412.jpg,-0.007518797,0,0,23.91446
IMG\center_2021_03_12_12_58_34_482.jpg,IMG\left_2021_03_12_12_58_34_482.jpg,IMG\right_2021_03_12_12_58_34_482.jpg,-0.0112782,0,0,23.7147
IMG\center_2021_03_12_12_58_34_552.jpg,IMG\left_2021_03_12_12_58_34_552.jpg,IMG\right_2021_03_12_12_58_34_552.jpg,-0.01503759,0,0,23.50134
IMG\center_2021_03_12_12_58_34_621.jpg,IMG\left_2021_03_12_12_58_34_621.jpg,IMG\right_2021_03_12_12_58_34_621.jpg,-0.01879699,0,0,23.31969
IMG\center_2021_03_12_12_58_34_690.jpg,IMG\left_2021_03_12_12_58_34_690.jpg,IMG\right_2021_03_12_12_58_34_690.jpg,-0.02255639,0,0,23.22569
IMG\center_2021_03_12_12_58_34_760.jpg,IMG\left_2021_03_12_12_58_34_760.jpg,IMG\right_2021_03_12_12_58_34_760.jpg,-0.02631579,0,0,23.0385
IMG\center_2021_03_12_12_58_34_830.jpg,IMG\left_2021_03_12_12_58_34_830.jpg,IMG\right_2021_03_12_12_58_34_830.jpg,-0.03383459,0,0,22.85484
IMG\center_2021_03_12_12_58_34_897.jpg,IMG\left_2021_03_12_12_58_34_897.jpg,IMG\right_2021_03_12_12_58_34_897.jpg,-0.04135338,0,0,22.763
IMG\center_2021_03_12_12_58_34_965.jpg,IMG\left_2021_03_12_12_58_34_965.jpg,IMG\right_2021_03_12_12_58_34_965.jpg,-0.04511278,0,0,22.5843
IMG\center_2021_03_12_12_58_35_033.jpg,IMG\left_2021_03_12_12_58_35_033.jpg,IMG\right_2021_03_12_12_58_35_033.jpg,-0.04887218,0,0,22.38156
IMG\center_2021_03_12_12_58_35_103.jpg,IMG\left_2021_03_12_12_58_35_103.jpg,IMG\right_2021_03_12_12_58_35_103.jpg,-0.04887218,0,0,22.18438
IMG\center_2021_03_12_12_58_35_171.jpg,IMG\left_2021_03_12_12_58_35_171.jpg,IMG\right_2021_03_12_12_58_35_171.jpg,-0.04887218,0,0,22.15985
IMG\center_2021_03_12_12_58_35_240.jpg,IMG\left_2021_03_12_12_58_35_240.jpg,IMG\right_2021_03_12_12_58_35_240.jpg,-0.04887218,0,0,21.98751
IMG\center_2021_03_12_12_58_35_308.jpg,IMG\left_2021_03_12_12_58_35_308.jpg,IMG\right_2021_03_12_12_58_35_308.jpg,-0.04887218,0.1719375,0,21.77065
IMG\center_2021_03_12_12_58_35_377.jpg,IMG\left_2021_03_12_12_58_35_377.jpg,IMG\right_2021_03_12_12_58_35_377.jpg,-0.04887218,0.3427725,0,21.95849
